,fecha,valoracion,gmap_id
31,2016-04-25 18:27:02.047,4,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5
32,2017-07-13 18:08:49.569,5,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5
33,2017-12-11 17:21:13.740,5,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5
34,2019-09-24 19:38:35.781,5,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5
35,2019-01-01 03:45:10.147,4,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5
36,2020-12-21 21:15:43.377,1,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5
37,2019-07-29 00:59:06.750,3,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5
38,2019-03-12 16:55:06.844,3,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5
39,2020-07-13 05:11:49.680,3,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5
40,2020-09-16 12:44:33.650,5,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5
41,2019-06-26 17:56:22.665,5,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5
42,2017-08-23 04:48:52.430,4,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5
43,2021-08-17 19:25:33.095,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
44,2020-11-10 18:34:55.467,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
45,2020-04-04 18:47:50.063,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
46,2020-06-03 22:35:49.136,1,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
47,2020-01-04 20:10:48.951,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
48,2018-06-24 10:32:57.748,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
49,2019-09-17 21:01:06.421,2,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
50,2020-01-03 01:57:17.440,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
51,2019-08-11 14:29:24.714,4,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
52,2019-10-08 22:15:05.578,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
53,2020-07-24 02:22:18.837,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
54,2019-09-19 03:22:57.326,4,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
55,2020-10-20 23:28:31.613,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
56,2019-01-09 22:34:31.421,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
57,2020-05-26 16:01:14.793,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
58,2019-12-06 16:26:21.360,1,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
59,2019-05-04 02:40:20.479,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
60,2018-10-05 19:50:50.954,4,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
61,2018-11-28 22:20:14.113,3,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
62,2018-09-13 22:06:10.164,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
63,2019-01-09 00:10:15.551,4,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
64,2019-01-14 21:48:00.427,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
65,2018-02-08 23:52:01.382,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
66,2020-07-11 18:39:11.178,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
67,2019-09-07 13:14:46.534,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
68,2019-09-05 13:28:21.729,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
69,2017-08-12 20:00:32.323,4,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
70,2018-01-17 00:21:25.396,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
71,2019-08-02 11:15:21.757,4,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
72,2018-09-07 03:29:39.157,3,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
73,2017-06-09 18:58:15.593,4,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
74,2019-10-24 18:03:37.532,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
75,2019-10-15 09:50:57.141,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
76,2016-07-07 20:09:04.482,4,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
77,2019-07-01 19:00:52.168,4,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
78,2017-05-14 11:28:44.746,2,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
79,2018-08-09 18:35:52.202,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
80,2019-07-26 13:52:51.116,2,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
81,2019-01-18 18:35:33.483,3,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
82,2018-02-23 11:21:47.615,4,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
83,2019-08-09 11:37:56.442,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
84,2019-04-04 17:05:33.290,4,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
85,2018-09-30 14:54:18.267,3,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
86,2015-08-04 07:51:34.859,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
87,2019-07-03 21:11:55.340,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
88,2018-10-03 10:40:54.017,4,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
89,2019-03-01 16:37:26.295,4,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
90,2020-09-30 20:30:59.447,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
91,2019-03-24 03:26:09.110,4,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
92,2018-09-30 11:39:59.707,2,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
93,2018-10-25 18:14:33.136,3,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
94,2018-10-30 02:52:41.779,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
95,2019-10-10 00:19:51.336,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
96,2019-07-05 00:20:27.421,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
97,2019-03-30 20:26:17.385,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
98,2017-11-06 04:36:12.553,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
99,2019-04-08 11:25:24.707,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
100,2021-04-21 11:37:59.799,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
101,2019-11-05 16:27:37.698,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
102,2019-01-31 20:13:33.158,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
103,2019-03-09 07:12:10.302,4,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
104,2018-07-01 17:24:20.021,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
105,2021-05-28 22:40:14.856,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
106,2020-01-25 22:33:24.478,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
107,2019-10-18 18:51:42.897,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
108,2019-09-02 04:02:24.937,3,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
109,2019-05-21 18:02:57.724,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
110,2020-01-13 09:08:48.106,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
111,2019-06-25 03:56:17.514,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
112,2019-06-01 01:02:04.922,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
113,2020-05-01 04:20:09.806,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
114,2019-08-15 22:24:09.882,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
115,2020-12-26 19:56:46.372,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
116,2020-08-11 20:33:59.417,4,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
117,2019-06-23 17:31:17.141,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
118,2019-02-14 19:04:26.526,4,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
119,2018-08-23 20:55:20.722,5,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d
120,2021-08-17 00:18:19.757,5,0x89b64d3909c20759:0xda887c7354075dcf
121,2021-06-17 20:43:50.257,5,0x89b64d3909c20759:0xda887c7354075dcf
122,2020-10-08 16:29:43.271,5,0x89b64d3909c20759:0xda887c7354075dcf
123,2021-03-08 21:53:59.684,5,0x89b64d3909c20759:0xda887c7354075dcf
124,2021-07-21 17:41:26.603,4,0x89b64d3909c20759:0xda887c7354075dcf
125,2020-11-12 19:58:50.936,5,0x89b64d3909c20759:0xda887c7354075dcf
126,2021-05-02 22:52:03.292,5,0x89b64d3909c20759:0xda887c7354075dcf
127,2021-07-30 17:56:49.981,3,0x89b64d3909c20759:0xda887c7354075dcf
128,2020-12-01 06:20:03.525,5,0x89b64d3909c20759:0xda887c7354075dcf
129,2021-02-14 23:28:27.182,5,0x89b64d3909c20759:0xda887c7354075dcf
130,2021-03-21 18:42:17.729,5,0x89b64d3909c20759:0xda887c7354075dcf
131,2021-02-15 13:02:30.438,3,0x89b64d3909c20759:0xda887c7354075dcf
132,2020-12-22 16:45:18.327,3,0x89b64d3909c20759:0xda887c7354075dcf
133,2021-04-29 14:49:25.863,4,0x89b64d3909c20759:0xda887c7354075dcf
134,2020-11-10 21:36:05.640,4,0x89b64d3909c20759:0xda887c7354075dcf
135,2020-10-24 19:03:13.360,5,0x89b64d3909c20759:0xda887c7354075dcf
136,2020-11-04 23:57:59.250,5,0x89b64d3909c20759:0xda887c7354075dcf
137,2021-05-10 14:41:10.933,5,0x89b64d3909c20759:0xda887c7354075dcf
138,2021-04-03 22:09:04.786,5,0x89b64d3909c20759:0xda887c7354075dcf
139,2021-01-11 05:12:38.508,5,0x89b64d3909c20759:0xda887c7354075dcf
140,2021-01-29 02:19:20.091,5,0x89b64d3909c20759:0xda887c7354075dcf
141,2018-07-02 22:50:20.261,5,0x89b1a66d7e722009:0x206548f9f08614d7
142,2018-05-13 02:08:09.096,4,0x89b1a66d7e722009:0x206548f9f08614d7
143,2018-05-14 12:46:57.302,5,0x89b1a66d7e722009:0x206548f9f08614d7
144,2018-08-18 17:10:38.599,5,0x89b1a66d7e722009:0x206548f9f08614d7
145,2019-03-20 13:13:02.700,4,0x89b1a66d7e722009:0x206548f9f08614d7
146,2018-02-22 03:20:57.376,5,0x89b1a66d7e722009:0x206548f9f08614d7
147,2018-04-23 23:22:00.683,5,0x89b1a66d7e722009:0x206548f9f08614d7
148,2018-07-24 22:43:43.851,4,0x89b1a66d7e722009:0x206548f9f08614d7
149,2017-01-27 20:03:32.750,1,0x89b1a66d7e722009:0x206548f9f08614d7
150,2017-12-09 23:58:56.596,1,0x89b1a66d7e722009:0x206548f9f08614d7
151,2017-11-08 14:27:17.622,5,0x89b1a66d7e722009:0x206548f9f08614d7
152,2016-06-23 22:27:29.645,5,0x89b1a66d7e722009:0x206548f9f08614d7
153,2019-01-09 20:53:13.721,5,0x89b1a66d7e722009:0x206548f9f08614d7
154,2017-08-21 15:59:09.790,4,0x89b1a66d7e722009:0x206548f9f08614d7
155,2017-11-05 11:45:39.634,3,0x89b1a66d7e722009:0x206548f9f08614d7
156,2018-05-31 20:56:25.554,3,0x89b1a66d7e722009:0x206548f9f08614d7
157,2017-02-15 19:05:47.572,3,0x89b1a66d7e722009:0x206548f9f08614d7
158,2021-08-06 06:58:46.980,5,0x89ba9be03f91e651:0xb0bd55fb4ba68031
159,2021-07-21 01:36:42.062,5,0x89ba9be03f91e651:0xb0bd55fb4ba68031
160,2021-08-03 21:16:06.488,4,0x89ba9be03f91e651:0xb0bd55fb4ba68031
161,2021-07-20 14:09:52.128,1,0x89ba9be03f91e651:0xb0bd55fb4ba68031
162,2021-06-26 21:56:28.977,3,0x89ba9be03f91e651:0xb0bd55fb4ba68031
163,2021-07-02 01:28:32.869,5,0x89ba9be03f91e651:0xb0bd55fb4ba68031
164,2021-07-17 21:36:27.578,5,0x89ba9be03f91e651:0xb0bd55fb4ba68031
165,2021-08-05 13:14:19.588,4,0x89ba9be03f91e651:0xb0bd55fb4ba68031
166,2021-08-11 14:59:46.893,3,0x89ba9be03f91e651:0xb0bd55fb4ba68031
167,2021-07-29 02:11:47.661,5,0x89ba9be03f91e651:0xb0bd55fb4ba68031
168,2021-08-07 16:27:40.971,3,0x89baa1a01369e06f:0xed8a1278e3813ccd
169,2021-07-21 12:24:18.925,4,0x89baa1a01369e06f:0xed8a1278e3813ccd
170,2021-06-26 16:44:58.569,5,0x89baa1a01369e06f:0xed8a1278e3813ccd
171,2021-06-20 17:36:15.665,2,0x89baa1a01369e06f:0xed8a1278e3813ccd
172,2021-06-20 00:57:15.245,5,0x89baa1a01369e06f:0xed8a1278e3813ccd
173,2021-08-10 15:05:03.107,5,0x89baa1a01369e06f:0xed8a1278e3813ccd
174,2021-06-17 01:42:15.474,4,0x89baa1a01369e06f:0xed8a1278e3813ccd
175,2021-08-01 23:11:29.036,5,0x89baa1a01369e06f:0xed8a1278e3813ccd
176,2021-08-04 00:45:06.710,5,0x89baa1a01369e06f:0xed8a1278e3813ccd
177,2021-06-17 01:14:06.901,5,0x89baa1a01369e06f:0xed8a1278e3813ccd
178,2021-06-13 05:04:29.922,4,0x89b083970a6a07b9:0x86cd358187f63ca8
179,2021-07-11 14:49:43.918,5,0x89b083970a6a07b9:0x86cd358187f63ca8
180,2021-08-03 01:34:03.844,3,0x89b083970a6a07b9:0x86cd358187f63ca8
181,2021-07-27 23:39:16.875,4,0x89b083970a6a07b9:0x86cd358187f63ca8
182,2021-06-18 16:44:15.608,5,0x89b083970a6a07b9:0x86cd358187f63ca8
183,2021-07-16 20:27:03.961,4,0x89b083970a6a07b9:0x86cd358187f63ca8
184,2021-07-10 13:31:26.650,5,0x89b083970a6a07b9:0x86cd358187f63ca8
185,2021-07-02 23:43:03.310,4,0x89b083970a6a07b9:0x86cd358187f63ca8
186,2021-06-21 01:10:39.373,4,0x89b083970a6a07b9:0x86cd358187f63ca8
187,2021-07-11 01:00:23.490,5,0x89b083970a6a07b9:0x86cd358187f63ca8
188,2021-06-18 11:46:20.023,5,0x89b083970a6a07b9:0x86cd358187f63ca8
189,2021-08-01 23:56:08.554,5,0x89b083970a6a07b9:0x86cd358187f63ca8
190,2021-07-18 22:58:11.101,4,0x89b083970a6a07b9:0x86cd358187f63ca8
191,2021-06-19 01:39:12.108,5,0x89b083970a6a07b9:0x86cd358187f63ca8
192,2021-07-08 16:38:46.516,4,0x89b083970a6a07b9:0x86cd358187f63ca8
193,2021-07-11 01:46:55.618,5,0x89b083970a6a07b9:0x86cd358187f63ca8
194,2021-07-29 07:18:25.930,4,0x89b083970a6a07b9:0x86cd358187f63ca8
195,2021-06-26 00:46:22.154,4,0x89b083970a6a07b9:0x86cd358187f63ca8
196,2021-07-27 16:20:12.021,5,0x89b083970a6a07b9:0x86cd358187f63ca8
197,2021-07-10 03:17:17.339,4,0x89b083970a6a07b9:0x86cd358187f63ca8
198,2021-07-25 22:58:30.047,5,0x89b083970a6a07b9:0x86cd358187f63ca8
199,2021-08-08 22:02:17.190,2,0x89b083970a6a07b9:0x86cd358187f63ca8
200,2018-05-12 12:03:29.345,4,0x89ba84b7b0b1a33b:0x3934fbed2f0343a5
201,2018-09-11 14:26:08.656,4,0x89ba84b7b0b1a33b:0x3934fbed2f0343a5
202,2018-06-27 00:28:27.640,4,0x89ba84b7b0b1a33b:0x3934fbed2f0343a5
203,2017-08-22 02:46:55.443,4,0x89ba84b7b0b1a33b:0x3934fbed2f0343a5
204,2019-08-22 00:02:07.145,1,0x89ba84b7b0b1a33b:0x3934fbed2f0343a5
205,2018-06-25 20:45:41.528,5,0x89ba84b7b0b1a33b:0x3934fbed2f0343a5
206,2018-07-12 14:45:57.435,5,0x89ba84b7b0b1a33b:0x3934fbed2f0343a5
207,2018-05-26 03:16:51.917,5,0x89ba84b7b0b1a33b:0x3934fbed2f0343a5
208,2016-08-04 13:08:21.464,4,0x89ba84b7b0b1a33b:0x3934fbed2f0343a5
209,2018-06-01 02:21:45.354,4,0x89ba84b7b0b1a33b:0x3934fbed2f0343a5
210,2018-06-14 15:57:48.366,5,0x89ba84b7b0b1a33b:0x3934fbed2f0343a5
211,2018-07-29 13:44:17.950,4,0x89ba84b7b0b1a33b:0x3934fbed2f0343a5
212,2018-07-18 11:20:28.999,5,0x89ba84b7b0b1a33b:0x3934fbed2f0343a5
213,2019-06-26 01:41:31.589,4,0x89ba84b7b0b1a33b:0x3934fbed2f0343a5
214,2018-07-02 02:33:58.273,4,0x89ba84b7b0b1a33b:0x3934fbed2f0343a5
215,2018-06-24 06:23:55.678,3,0x89ba84b7b0b1a33b:0x3934fbed2f0343a5
216,2021-06-03 17:08:59.944,5,0x89ba8369dd51b461:0x8dac3970e65e0086
217,2021-07-01 18:01:04.028,5,0x89ba8369dd51b461:0x8dac3970e65e0086
218,2021-07-30 10:58:54.033,4,0x89ba8369dd51b461:0x8dac3970e65e0086
219,2021-06-16 01:05:48.779,2,0x89ba8369dd51b461:0x8dac3970e65e0086
220,2021-07-13 13:57:34.491,5,0x89ba8369dd51b461:0x8dac3970e65e0086
221,2021-06-03 01:12:07.144,5,0x89ba8369dd51b461:0x8dac3970e65e0086
222,2021-06-27 07:53:26.699,4,0x89ba8369dd51b461:0x8dac3970e65e0086
223,2021-07-16 00:24:50.184,5,0x89ba8369dd51b461:0x8dac3970e65e0086
224,2021-07-17 04:16:55.534,5,0x89ba8369dd51b461:0x8dac3970e65e0086
225,2021-08-05 16:21:09.874,5,0x89ba8369dd51b461:0x8dac3970e65e0086
226,2021-06-16 02:58:56.041,5,0x89ba8369dd51b461:0x8dac3970e65e0086
227,2021-07-24 23:50:34.378,3,0x89ba8369dd51b461:0x8dac3970e65e0086
228,2021-07-31 19:49:34.859,5,0x89b117de17d67783:0xdc70b2011b07850d
229,2021-07-31 02:58:48.894,5,0x89b117de17d67783:0xdc70b2011b07850d
230,2021-07-24 22:35:24.378,5,0x89b117de17d67783:0xdc70b2011b07850d
231,2021-07-31 23:38:26.639,5,0x89b117de17d67783:0xdc70b2011b07850d
232,2021-07-20 18:59:04.448,5,0x89b117de17d67783:0xdc70b2011b07850d
233,2021-08-02 05:34:08.492,5,0x89b117de17d67783:0xdc70b2011b07850d
234,2021-07-07 02:56:22.520,5,0x89b117de17d67783:0xdc70b2011b07850d
235,2021-08-03 04:04:28.390,5,0x89b117de17d67783:0xdc70b2011b07850d
236,2021-07-29 20:10:11.075,4,0x89b117de17d67783:0xdc70b2011b07850d
237,2021-07-25 20:56:50.995,5,0x89b117de17d67783:0xdc70b2011b07850d
238,2021-07-24 23:38:01.507,5,0x89b117de17d67783:0xdc70b2011b07850d
239,2021-07-25 22:15:45.446,4,0x884d41bbb2222347:0xaf9ec6d46e1c37ec
240,2021-07-13 22:03:48.092,3,0x884d41bbb2222347:0xaf9ec6d46e1c37ec
241,2021-07-02 12:20:30.326,4,0x884d41bbb2222347:0xaf9ec6d46e1c37ec
242,2021-07-27 12:09:13.346,5,0x884d41bbb2222347:0xaf9ec6d46e1c37ec
243,2021-06-02 22:11:04.543,1,0x884d41bbb2222347:0xaf9ec6d46e1c37ec
244,2021-07-18 00:57:42.757,2,0x884d41bbb2222347:0xaf9ec6d46e1c37ec
245,2021-07-03 03:10:03.873,5,0x884d41bbb2222347:0xaf9ec6d46e1c37ec
246,2021-07-18 00:55:16.096,3,0x884d41bbb2222347:0xaf9ec6d46e1c37ec
247,2021-07-10 02:53:08.507,5,0x884d41bbb2222347:0xaf9ec6d46e1c37ec
248,2021-07-27 23:22:37.858,5,0x884d41bbb2222347:0xaf9ec6d46e1c37ec
249,2021-07-16 21:25:42.400,4,0x884d41bbb2222347:0xaf9ec6d46e1c37ec
250,2021-07-04 22:03:04.512,5,0x884d41bbb2222347:0xaf9ec6d46e1c37ec
251,2016-12-26 20:01:45.394,1,0x89ba81636bcb2f03:0x93547e0056d5f413
252,2016-12-01 21:20:47.373,1,0x89ba81636bcb2f03:0x93547e0056d5f413
253,2011-03-21 02:18:56.401,4,0x89ba81636bcb2f03:0x93547e0056d5f413
254,2017-03-06 02:21:09.055,3,0x89ba81636bcb2f03:0x93547e0056d5f413
255,2017-01-15 03:41:00.800,1,0x89ba81636bcb2f03:0x93547e0056d5f413
256,2017-04-07 22:24:58.418,1,0x89ba81636bcb2f03:0x93547e0056d5f413
257,2017-10-22 18:00:57.014,5,0x89ba81636bcb2f03:0x93547e0056d5f413
258,2016-07-21 11:52:23.343,3,0x89ba81636bcb2f03:0x93547e0056d5f413
259,2016-04-29 16:50:16.012,4,0x89ba81636bcb2f03:0x93547e0056d5f413
260,2017-09-28 07:05:16.950,5,0x89ba81636bcb2f03:0x93547e0056d5f413
261,2016-02-08 16:54:54.412,3,0x89ba81636bcb2f03:0x93547e0056d5f413
262,2017-12-27 16:28:33.572,5,0x89ba81636bcb2f03:0x93547e0056d5f413
263,2021-03-27 16:08:31.580,1,0x89b23ad6142aef25:0x4326b72e6044cb7f
264,2019-11-06 22:57:34.522,3,0x89b23ad6142aef25:0x4326b72e6044cb7f
265,2019-04-10 23:53:21.761,1,0x89b23ad6142aef25:0x4326b72e6044cb7f
266,2019-10-22 21:49:55.497,4,0x89b23ad6142aef25:0x4326b72e6044cb7f
267,2019-04-20 00:11:31.201,4,0x89b23ad6142aef25:0x4326b72e6044cb7f
268,2018-08-13 16:19:28.633,4,0x89b23ad6142aef25:0x4326b72e6044cb7f
269,2018-07-12 21:40:57.782,5,0x89b23ad6142aef25:0x4326b72e6044cb7f
270,2019-01-12 18:57:32.518,5,0x89b23ad6142aef25:0x4326b72e6044cb7f
271,2020-02-09 15:50:52.303,3,0x89b23ad6142aef25:0x4326b72e6044cb7f
272,2019-04-22 02:35:04.369,5,0x89b23ad6142aef25:0x4326b72e6044cb7f
273,2018-12-07 08:58:40.257,5,0x89b23ad6142aef25:0x4326b72e6044cb7f
274,2019-02-19 15:02:36.699,2,0x89b23ad6142aef25:0x4326b72e6044cb7f
275,2019-11-15 19:03:31.367,5,0x89b23ad6142aef25:0x4326b72e6044cb7f
276,2019-06-16 17:06:03.405,5,0x89b23ad6142aef25:0x4326b72e6044cb7f
277,2018-10-19 23:53:17.602,4,0x89b23ad6142aef25:0x4326b72e6044cb7f
278,2015-12-30 14:15:05.525,3,0x89b23ad6142aef25:0x4326b72e6044cb7f
279,2019-09-03 23:53:14.133,5,0x89b23ad6142aef25:0x4326b72e6044cb7f
280,2017-07-09 21:39:39.992,1,0x89b23ad6142aef25:0x4326b72e6044cb7f
281,2019-12-02 03:10:32.679,3,0x89b23ad6142aef25:0x4326b72e6044cb7f
282,2019-04-13 05:22:15.218,3,0x89b23ad6142aef25:0x4326b72e6044cb7f
283,2019-08-21 23:05:33.155,4,0x89b23ad6142aef25:0x4326b72e6044cb7f
284,2020-05-23 17:47:13.259,5,0x89b23ad6142aef25:0x4326b72e6044cb7f
285,2018-10-20 16:55:18.926,3,0x89b23ad6142aef25:0x4326b72e6044cb7f
286,2019-04-15 23:44:02.482,2,0x89b23ad6142aef25:0x4326b72e6044cb7f
287,2018-09-13 18:44:10.948,5,0x89b23ad6142aef25:0x4326b72e6044cb7f
288,2021-04-14 22:31:06.949,5,0x89b23ad6142aef25:0x4326b72e6044cb7f
289,2019-10-08 03:20:39.580,4,0x89b23ad6142aef25:0x4326b72e6044cb7f
290,2019-10-20 13:23:58.396,4,0x89b23ad6142aef25:0x4326b72e6044cb7f
291,2019-09-28 12:12:49.917,5,0x89b23ad6142aef25:0x4326b72e6044cb7f
292,2019-08-03 14:52:04.812,3,0x89b23ad6142aef25:0x4326b72e6044cb7f
293,2020-01-21 14:44:04.568,5,0x89b23ad6142aef25:0x4326b72e6044cb7f
294,2019-02-13 10:45:08.114,4,0x89b23ad6142aef25:0x4326b72e6044cb7f
295,2019-04-10 22:18:18.848,3,0x89b23ad6142aef25:0x4326b72e6044cb7f
