fecha,valoracion,comentario,gmap_id,estado
2020-10-11 11:06:20.889,3,My food was rushed no crunch to it. I was overcharged. She forgot my change.I was rung up for a crab cake I didnt receive and only received one drink when I ordered 2 dinners. I don't know if I'm coming back.my fried crab wss good,0x89ba97718dd7f71d:0x9dbb50b003f0b6ce,VA
2021-03-07 06:30:06.829,5,Great tasty blue crabs,0x89ba97718dd7f71d:0x9dbb50b003f0b6ce,VA
2020-09-22 00:50:35.070,5,Really enjoyed the fish and service,0x89ba97718dd7f71d:0x9dbb50b003f0b6ce,VA
2020-10-24 20:39:52.323,5,Delicious,0x89ba97718dd7f71d:0x9dbb50b003f0b6ce,VA
2021-08-28 21:09:21.225,5,,0x89ba97718dd7f71d:0x9dbb50b003f0b6ce,VA
2021-04-11 22:30:54.049,5,,0x89ba97718dd7f71d:0x9dbb50b003f0b6ce,VA
2021-02-16 22:25:51.575,5,,0x89ba97718dd7f71d:0x9dbb50b003f0b6ce,VA
2020-09-13 21:43:05.403,5,,0x89ba97718dd7f71d:0x9dbb50b003f0b6ce,VA
2021-04-11 22:57:06.623,1,,0x89ba97718dd7f71d:0x9dbb50b003f0b6ce,VA
2020-10-11 15:39:00.446,5,,0x89ba97718dd7f71d:0x9dbb50b003f0b6ce,VA
2021-04-26 15:01:00.296,5,,0x89ba97718dd7f71d:0x9dbb50b003f0b6ce,VA
2021-01-21 22:56:10.261,4,,0x89ba97718dd7f71d:0x9dbb50b003f0b6ce,VA
2020-10-19 21:37:58.291,4,,0x89ba97718dd7f71d:0x9dbb50b003f0b6ce,VA
2021-04-27 02:31:20.252,4,,0x89ba97718dd7f71d:0x9dbb50b003f0b6ce,VA
2020-10-25 17:48:44.730,4,,0x89ba97718dd7f71d:0x9dbb50b003f0b6ce,VA
2021-04-07 19:54:41.913,1,"I have never shopped here so I can't give a rating. This showed up on my feed because I picked up dinner at Dominoes.
I have attempted some time ago to patronize this business but every time I stopped there (evening), they were closed.",0x89b0834c0a27e3e1:0xf78b7fa7b69597f5,VA
2021-06-01 05:26:16.149,4,Not bad great selection,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5,VA
2021-03-09 11:31:42.593,5,a great place to buy fresh seafood. Friendly staff.,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5,VA
2020-10-09 11:08:16.326,5,"Delicious seafood, at a great price!! 😋😋",0x89b0834c0a27e3e1:0xf78b7fa7b69597f5,VA
2019-11-06 19:26:31.006,5,Great food and price...,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5,VA
2018-12-06 20:28:24.145,4,The guy has awesome tuna steaks at a great price,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5,VA
2016-04-25 18:27:02.047,4,"Nice fish market. Many choices, fresh, well staffed.  I like it.",0x89b0834c0a27e3e1:0xf78b7fa7b69597f5,VA
2017-07-13 18:08:49.569,5,Loved this place great food,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5,VA
2017-12-11 17:21:13.740,5,Quality and dependable.,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5,VA
2019-09-24 19:38:35.781,5,,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5,VA
2019-01-01 03:45:10.147,4,,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5,VA
2020-12-21 21:15:43.377,1,,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5,VA
2019-07-29 00:59:06.750,3,,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5,VA
2019-03-12 16:55:06.844,3,,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5,VA
2020-07-13 05:11:49.680,3,,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5,VA
2020-09-16 12:44:33.650,5,,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5,VA
2019-06-26 17:56:22.665,5,,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5,VA
2017-08-23 04:48:52.430,4,,0x89b0834c0a27e3e1:0xf78b7fa7b69597f5,VA
2021-08-17 19:25:33.095,5,Scrumptious scallops... And fresh fried fish...!,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2020-11-10 18:34:55.467,5,Good customers service love there food,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2020-04-04 18:47:50.063,5,I've only been here once and I absolutely loved everything!! I didn't even want to share and I usually don't eat all my food but I ate everything!! I was full the taste was still in my mouth!! I'm ready to go get more.  If nobody likes this place then they just wack!,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2020-06-03 22:35:49.136,1,They cheat cheat cheat you. They sell hallowed out crabs. Then have the nerve to over cook them to mush. Oh and barely put any seasoning on them!,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2020-01-04 20:10:48.951,5,I love eating here. I been a faithful customer since they were attached  to Carter's store.  I'm omw there now,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2018-06-24 10:32:57.748,5,"My family loves this place. It's never a long wait and the food is always good.
Fried crabs and the fish sandwich is really good.",0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-09-17 21:01:06.421,2,Subpar food. A lil overpriced but not expensive.,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2020-01-03 01:57:17.440,5,Great food and fast service,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-08-11 14:29:24.714,4,Good food but slow service,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-10-08 22:15:05.578,5,Love there shrimp dinners/ crabs,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2020-07-24 02:22:18.837,5,"Not far from my home, I been going her for Years",0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-09-19 03:22:57.326,4,Its not the greatest but it is pretty good. I'll continue to go back,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2020-10-20 23:28:31.613,5,Best seafood place in Norfolk,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-01-09 22:34:31.421,5,"Perfectly fried fish, shrimp, fries, and hush puppies everytime. Qiuck friendly service with very cheap daily specials and dinners.",0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2020-05-26 16:01:14.793,5,Everything is delicious and the owners are friendly,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-12-06 16:26:21.360,1,Customer Service sucks. Update. Menu up here states 2.69 pair fried crab. Just called to confirm. Guy says 3.99 pair. Sheesh....,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-05-04 02:40:20.479,5,That place has the most take out seafood then Captain D's and Long John Silvers.  😍,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2018-10-05 19:50:50.954,4,Great pricing although a little to greasy,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2018-11-28 22:20:14.113,3,Okay seafood took a while to get,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2018-09-13 22:06:10.164,5,The best fried crabs since blue channels closed☺☺☺☺☺,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-01-09 00:10:15.551,4,"I love them but..... their sides are only french fries or  hush puppies, no potato salad or string beans, Yandy.",0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-01-14 21:48:00.427,5,Fresh food made to order.,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2018-02-08 23:52:01.382,5,Food always good cooked fresh to order,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2020-07-11 18:39:11.178,5,Love this place,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-09-07 13:14:46.534,5,Food hot and delicious,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-09-05 13:28:21.729,5,Tasty crabs and fish,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2017-08-12 20:00:32.323,4,Soft shell crabs are so good,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2018-01-17 00:21:25.396,5,Best crab rolls ever!,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-08-02 11:15:21.757,4,Couldn't find anywhere else to go,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2018-09-07 03:29:39.157,3,The French fries are awful shrimp good dinner overall are good just the fries are awful.,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2017-06-09 18:58:15.593,4,The sea food was good,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-10-24 18:03:37.532,5,Great food,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-10-15 09:50:57.141,5,Food was great,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2016-07-07 20:09:04.482,4,They have good fried seafood combos but the only flaw is there fried crabs are not that great,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-07-01 19:00:52.168,4,Nice Service,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2017-05-14 11:28:44.746,2,It will do when nothing else is available,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2018-08-09 18:35:52.202,5,Good food,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-07-26 13:52:51.116,2,Hood food.,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-01-18 18:35:33.483,3,Food is ok,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2018-02-23 11:21:47.615,4,Freshly cooked,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-08-09 11:37:56.442,5,Kind service,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-04-04 17:05:33.290,4,Fried crabs*,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2018-09-30 14:54:18.267,3,No restrooms,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2015-08-04 07:51:34.859,5,Greatfood,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-07-03 21:11:55.340,5,Good Seafood!!!!,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2018-10-03 10:40:54.017,4,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-03-01 16:37:26.295,4,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2020-09-30 20:30:59.447,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-03-24 03:26:09.110,4,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2018-09-30 11:39:59.707,2,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2018-10-25 18:14:33.136,3,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2018-10-30 02:52:41.779,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-10-10 00:19:51.336,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-07-05 00:20:27.421,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-03-30 20:26:17.385,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2017-11-06 04:36:12.553,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-04-08 11:25:24.707,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2021-04-21 11:37:59.799,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-11-05 16:27:37.698,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-01-31 20:13:33.158,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-03-09 07:12:10.302,4,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2018-07-01 17:24:20.021,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2021-05-28 22:40:14.856,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2020-01-25 22:33:24.478,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-10-18 18:51:42.897,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-09-02 04:02:24.937,3,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-05-21 18:02:57.724,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2020-01-13 09:08:48.106,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-06-25 03:56:17.514,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-06-01 01:02:04.922,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2020-05-01 04:20:09.806,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-08-15 22:24:09.882,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2020-12-26 19:56:46.372,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2020-08-11 20:33:59.417,4,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-06-23 17:31:17.141,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2019-02-14 19:04:26.526,4,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2018-08-23 20:55:20.722,5,,0x89ba97e95fbe787f:0xd085ed3ba7a2ff3d,VA
2021-08-17 00:18:19.757,5,"If you are looking for an awesome sushi place then this is the place to be! When we sat down they already gave us on the house edamame which was awesome to begin the experience with. We ordered tempura shrimp and it had the most magnificent sauce to dip it in. I couldn't describe it. You just got to try. Their house salad has the awesome ginger dressing as well. We also order boat combination number 2. I mean from the picture you can see how fulfilling it was. We had to take it home. In between, they even gave us veggie spring roll on the house. All the food we tried had awesome full flavors and you could tell they weren't holding back with their ingredients. I'm coming back here often since it isn't too far from Vienna wow =) so try them out!!",0x89b64d3909c20759:0xda887c7354075dcf,VA
2021-06-17 20:43:50.257,5,"Really good sushi, very tasty and well made.
They were kind of rushing to get the orders (because of being just 2 guys for the whole restaurant + online orders which is a common thing now a days...) But even so, they managed to give us a really good service and very good food.
We'll be definitely coming back here very soon and, probably, very often.
100% recommended!",0x89b64d3909c20759:0xda887c7354075dcf,VA
2020-10-08 16:29:43.271,5,"Delicious sushi restaurant with great rolls and lunch specials! Location is newly opened, but the 12th location for this chain. Food is more Americanized than traditional Japanese, but delicious if that's what you're looking for! Even basic rolls have good portions of fish, and rolls are good prices. Basic and special rolls all come with 8 pieces. We had their candy cane, earthquake, Alaska, and spicy salmon rolls. Out of those, earthquake was the favorite. Definitely try their house sauce on the rolls as well!!",0x89b64d3909c20759:0xda887c7354075dcf,VA
2021-03-08 21:53:59.684,5,"We had a great time here, sushi was fresh and tasted good. They gave us some complementary sides just for being guests. Loved this place and definitely recommend to anyone looking for a sushi place to try out.",0x89b64d3909c20759:0xda887c7354075dcf,VA
2021-07-21 17:41:26.603,4,"Very nice atmosphere and great quality food. Everything seemed very fresh and they had  very good service. I wasn't a fan of a few items we got, but I believe that was more just my taste and not anything bad to say about them.",0x89b64d3909c20759:0xda887c7354075dcf,VA
2020-11-12 19:58:50.936,5,"I have been to this place total of 2 times now, both lunch and dinner, and the experience has been pleasant! Their specialty is sushi rolls so for the people who like sushi rice(like my wife) this place is great! One difference in the rolls this place offers I personally really enjoy is the rolls are actually slightly warm, it gives a better mouth feel than the typical cold rolls you get elsewhere(disclaimer: I have not ordered rolls with raw fish so i dont know if those are warm as well) The environment  is clean and cozy, its another reason why my wife nags me to come back again and again lol",0x89b64d3909c20759:0xda887c7354075dcf,VA
2021-05-02 22:52:03.292,5,"This was my first order from YamaChen. I was pleased that they combined a couple of the orders of sushi to conserve the waste of take away containers, and that the containers are recyclable. The sushi was fresh and tasty. The restaurant was clean and not crowded. The service, though I said previously was take away, was prompt. I placed my order online, and received a text as soon as it was ready, and it was ready before the estimated time. Very nice. I will be returning as often as my cravings call me. This will be my new go to place for sushi. 🍣",0x89b64d3909c20759:0xda887c7354075dcf,VA
2021-07-30 17:56:49.981,3,"I don't do sushi, but I like Japanese, so this is a review of some non-sushi items.

The gyoza were okay, but deep-fried instead of pan-fried, so it's a bit like having those frozen microwavable things from the grocery store. Hot and crispy, but all you taste is the shell.

The chicken teriyaki was not good. It has the basics you'd expect, chicken breast in a sweet brown sauce. But the vegetables they added seemed odd, at least to American tastebuds. I don't know what's considered 'authentic' for this dish, I just know that cherry tomatoes, cabbage, and edamame beans aren't what anybody else serves, and don't work together.

You get the usual salad, which had peanut dressing. I was okay with that, until I took a bite and realized everything had already been tossed with some sweet oil.

Somehow, even the rice had an issue. They serve it on some big (banana?) leaf, I guess for decoration. But the flavor of the leaf, which is kind of musky, bleeds into the rice. This was a problem with the gyoza too. I assume this is an accident, but it doesn't help.

I'm not normally nitpicky, but it's frustrating that nothing tasted like what I expect or hope for.

On the plus side, the decor is pretty good with lots of dark-stained wood, the service was great, and apparently people like their sushi.",0x89b64d3909c20759:0xda887c7354075dcf,VA
2020-12-01 06:20:03.525,5,Very good service,0x89b64d3909c20759:0xda887c7354075dcf,VA
2021-02-14 23:28:27.182,5,"New to area but very nice, food and service topshelf. We spent Valentines Day there!",0x89b64d3909c20759:0xda887c7354075dcf,VA
2021-03-21 18:42:17.729,5,"This place is the most reasonably priced sushi place in the Fairfax area.  We bought the 20-piece Sashimi pack, which came with two salads and a specialty roll.  I went with the Iron Man roll in support of the latest Marvel series.  It did not disappoint.

Their Sashimi is also fantastic, and they even threw in a free cheesecake. This is now our go-to sushi joint.",0x89b64d3909c20759:0xda887c7354075dcf,VA
2021-02-15 13:02:30.438,3,I'm not really sure how to describe my rating except that this place was the same price as other such places in the area and just wasnt as good. The fish was cut thinner and was wetter. There was a lot of mayo or sauce on the rolls we ordered drowning out the fish. And the miso soup has a weird taste to it. We threw a lot away. Very nice guy working there but we're not going back.,0x89b64d3909c20759:0xda887c7354075dcf,VA
2020-12-22 16:45:18.327,3,"Rolls were not good, too much white sauce. Sushi was average, fish at least wasn't old. Service was excellent and earns the third star",0x89b64d3909c20759:0xda887c7354075dcf,VA
2021-04-29 14:49:25.863,4,good Japanese food and friendly services.,0x89b64d3909c20759:0xda887c7354075dcf,VA
2020-11-10 21:36:05.640,4,"We saw this new sushi place had opened up near us and decided to give it a try. The old restaurant in this spot was just awful so glad it was replaced.
We tried Boat #2 Combo to go and agree with some of the other reviews - the packaging quality is top-notch, which was a nice surprise. There were 4 different rolls and all were quite good. The -1 is for the sashimi in the dish. The fish was just ok, which is not unexpected for a normal local sushi spot in this area. We will definitely be back, and will need to try out the ramen!",0x89b64d3909c20759:0xda887c7354075dcf,VA
2020-10-24 19:03:13.360,5,"We received a warm welcome from the host when we arrived at this nice new dining spot. The chicken teriyaki was delicious, and my son enjoyed the salmon rolls with fish sourced from the Faroe Islands. We shop in this area of Fairfax most weekends and look forward to coming back to YamaChen!",0x89b64d3909c20759:0xda887c7354075dcf,VA
2020-11-04 23:57:59.250,5,Best customer service I ever had in my life ~,0x89b64d3909c20759:0xda887c7354075dcf,VA
2021-05-10 14:41:10.933,5,"Great sushi, awesome service.",0x89b64d3909c20759:0xda887c7354075dcf,VA
2021-04-03 22:09:04.786,5,Excellent customer service,0x89b64d3909c20759:0xda887c7354075dcf,VA
2021-01-11 05:12:38.508,5,"(Translated by Google) Very good food I recommend this place

(Original)
Muy buena comida recomiendo este lugar",0x89b64d3909c20759:0xda887c7354075dcf,VA
2021-01-29 02:19:20.091,5,,0x89b64d3909c20759:0xda887c7354075dcf,VA
2018-07-02 22:50:20.261,5,"THIS LITTLE EATERY TUCKED AWAY IN PETERSBURG IS FANTASTIC.  WE POPPED IN FOR A QUICK BITE AND FOUND A NEW FAVORITE!  THE STAFF IS WARM AND WELCOMING.  IF YOU WISH FOR QUITE YOU CAN BE SEATED DOWNSTAIRS.  OUR FOOD WAS SO GOOD PERFECTLY SEASONED, MADE FROM SCRATCH MELT YOUR MOUTH.
SEAFOOD, BURGERS, FRIED PORK CHOPS!
WE LOOK FORWARD TO OUR NEXT VISIT.",0x89b1a66d7e722009:0x206548f9f08614d7,VA
2018-05-13 02:08:09.096,4,"Would definitely call this place a ""hidden jewel""!  Hubby and I were looking for some tasty seafood before calling it a day after shopping and stumbled upon this place.  Nothing less than delicious....restuarant quality sides (the sauteed asparagus is the best I've ever had).   Will most definitely be returning and soon! Stix IS NOT PLAYIN WITH 'EM",0x89b1a66d7e722009:0x206548f9f08614d7,VA
2018-05-14 12:46:57.302,5,"Food was delicious I had the whiting dinner and my wife had the tilapia dinner service was good.....
Best seafood in the area... A hidden jewel",0x89b1a66d7e722009:0x206548f9f08614d7,VA
2018-08-18 17:10:38.599,5,Great food!!!!! Vegetarian friendly n prices great!!!!,0x89b1a66d7e722009:0x206548f9f08614d7,VA
2019-03-20 13:13:02.700,4,Nice place,0x89b1a66d7e722009:0x206548f9f08614d7,VA
2018-02-22 03:20:57.376,5,Nice food,0x89b1a66d7e722009:0x206548f9f08614d7,VA
2018-04-23 23:22:00.683,5,Food is FIRE FLAME 🔥🔥🔥💪🏿💪🏿💪🏿,0x89b1a66d7e722009:0x206548f9f08614d7,VA
2018-07-24 22:43:43.851,4,,0x89b1a66d7e722009:0x206548f9f08614d7,VA
2017-01-27 20:03:32.750,1,,0x89b1a66d7e722009:0x206548f9f08614d7,VA
2017-12-09 23:58:56.596,1,,0x89b1a66d7e722009:0x206548f9f08614d7,VA
2017-11-08 14:27:17.622,5,,0x89b1a66d7e722009:0x206548f9f08614d7,VA
2016-06-23 22:27:29.645,5,,0x89b1a66d7e722009:0x206548f9f08614d7,VA
2019-01-09 20:53:13.721,5,,0x89b1a66d7e722009:0x206548f9f08614d7,VA
2017-08-21 15:59:09.790,4,,0x89b1a66d7e722009:0x206548f9f08614d7,VA
2017-11-05 11:45:39.634,3,,0x89b1a66d7e722009:0x206548f9f08614d7,VA
2018-05-31 20:56:25.554,3,,0x89b1a66d7e722009:0x206548f9f08614d7,VA
2017-02-15 19:05:47.572,3,,0x89b1a66d7e722009:0x206548f9f08614d7,VA
2021-08-06 06:58:46.980,5,"Great view... excellent service... delicious food... awesome cocktails...new owner, a pleasure",0x89ba9be03f91e651:0xb0bd55fb4ba68031,VA
2021-07-21 01:36:42.062,5,"Anyone who hasn't been here. You need to go. The food is outstanding. They sometimes have a little wait but its definitely worth the wait.  Amy & Sean are terrific owners. If their are any issues, they're right on top of things. Like I said before, if you haven't tried it out make sure you go try it. It's worth every dime. Fantastic service and crew.",0x89ba9be03f91e651:0xb0bd55fb4ba68031,VA
2021-08-03 21:16:06.488,4,"Delicious meals, great setting. Small selection of wines but lots of beers.",0x89ba9be03f91e651:0xb0bd55fb4ba68031,VA
2021-07-20 14:09:52.128,1,"Served a mojito with no mint. Fish tacos: obviously frozen mahi, NO pico, NO slaw, NO creme fresh (as described on menu), topped with CHEESE (??) and the fish had skin on it. The person I was with sent hers back and got a slightly less gross version that included the creme fresh and omitted the cheese, still no slaw or pico. I had sort of lost my appetite, so didn't bother asking for a do-over. Owner seemed unconcerned. Won't be back.",0x89ba9be03f91e651:0xb0bd55fb4ba68031,VA
2021-06-26 21:56:28.977,3,The folks are super friendly! The inside is very small and they have a small outside area .I enjoyed the brisket however it was a French dip and was supposed to be on a hogie roll but came on a bun instead and they forgot the au jus  then I was told they were out of hogie roll would have been great to know before hand overall it was just ok,0x89ba9be03f91e651:0xb0bd55fb4ba68031,VA
2021-07-02 01:28:32.869,5,"Great food, staff and views :) will def be back!",0x89ba9be03f91e651:0xb0bd55fb4ba68031,VA
2021-07-17 21:36:27.578,5,The Hog wings is delicous so as the other dish,0x89ba9be03f91e651:0xb0bd55fb4ba68031,VA
2021-08-05 13:14:19.588,4,Food is good,0x89ba9be03f91e651:0xb0bd55fb4ba68031,VA
2021-08-11 14:59:46.893,3,,0x89ba9be03f91e651:0xb0bd55fb4ba68031,VA
2021-07-29 02:11:47.661,5,,0x89ba9be03f91e651:0xb0bd55fb4ba68031,VA
2021-08-07 16:27:40.971,3,"Why 3 stars. Well in the food service business customer service is everything, also first impression. The person at the front had a nasty attitude, I asked one of the wait staff a question and she brushed me off. The food was good the server that served us great on her.   The atmosphere was off.  The bar, no bar come on seafood without a good drink. Bad for business.  I will be going back.  The greenbrier location 5 stars.",0x89baa1a01369e06f:0xed8a1278e3813ccd,VA
2021-07-21 12:24:18.925,4,"The Crab legs, corn and potatoes in the bag was delicious and seasoned just right.  It could have been better if the restaurant had their ABC license so we could have enjoyed a nice glass of wine with our meal.",0x89baa1a01369e06f:0xed8a1278e3813ccd,VA
